,Forecast
2024-03-15 06:00:00,70.13877857093281
2024-03-15 07:00:00,63.8649974997869
2024-03-15 08:00:00,81.76376208319574
2024-03-15 09:00:00,68.57185366049373
2024-03-15 10:00:00,68.70627179027548
2024-03-15 11:00:00,69.50895736591679
2024-03-15 12:00:00,69.39622363076204
2024-03-15 13:00:00,57.01364348443173
2024-03-15 14:00:00,70.63126174168897
2024-03-15 15:00:00,69.29335973386519
2024-03-15 16:00:00,69.90580240964844
2024-03-15 17:00:00,70.4699587935668
2024-03-15 18:00:00,70.41775786752815
2024-03-15 19:00:00,64.14397497464827
2024-03-15 20:00:00,82.04273872647865
2024-03-15 21:00:00,68.8508314009156
2024-03-15 22:00:00,68.98525029570489
2024-03-15 23:00:00,69.78793512769002
2024-03-16 00:00:00,69.67520198461261
2024-03-16 01:00:00,57.29262331426609
2024-03-16 02:00:00,70.91024074121583
2024-03-16 03:00:00,69.57233618405007
2024-03-16 04:00:00,70.18478054309732
2024-03-16 05:00:00,70.74893696593024
2024-03-16 06:00:00,70.69673380241676
2024-03-16 07:00:00,64.42295321135983
2024-03-16 08:00:00,82.32171658465258
2024-03-16 09:00:00,69.12980864226056
2024-03-16 10:00:00,69.26422929845009
2024-03-16 11:00:00,70.06691275110553
2024-03-16 12:00:00,69.95417865113761
2024-03-16 13:00:00,57.571601172283174
2024-03-16 14:00:00,71.18921819972434
2024-03-16 15:00:00,69.85131510966959
2024-03-16 16:00:00,70.46375835237627
2024-03-16 17:00:00,71.027914728775
2024-03-16 18:00:00,70.97571245317135
2024-03-16 19:00:00,64.70193107854202
2024-03-16 20:00:00,82.60069483804364
2024-03-16 21:00:00,69.40878696708495
2024-03-16 22:00:00,69.54320653247117
2024-03-16 23:00:00,70.34589087221566
2024-03-17 00:00:00,70.23315713557898
2024-03-17 01:00:00,57.85057870078889
2024-03-17 02:00:00,71.46819612506454
2024-03-17 03:00:00,70.13029285141761
2024-03-17 04:00:00,70.74273629219059
2024-03-17 05:00:00,71.30689268390358
2024-03-17 06:00:00,71.25469045521278
2024-03-17 07:00:00,64.98090896472627
2024-03-17 08:00:00,82.87967260933783
2024-03-17 09:00:00,69.68776484153389
2024-03-17 10:00:00,69.82218457391838
2024-03-17 11:00:00,70.62486876576774
2024-03-17 12:00:00,70.51213505772824
2024-03-17 13:00:00,58.12955684940056
2024-03-17 14:00:00,71.7471741580269
2024-03-17 15:00:00,70.4092706461544
2024-03-17 16:00:00,71.02171423781638
2024-03-17 17:00:00,71.58587063212292
2024-03-17 18:00:00,71.53366817700847
2024-03-17 19:00:00,65.25988692509151
2024-03-17 20:00:00,83.15865054163427
2024-03-17 21:00:00,69.9667427038896
2024-03-17 22:00:00,70.10116259752317
2024-03-17 23:00:00,70.9038466645275
2024-03-18 00:00:00,70.79111285894314
2024-03-18 01:00:00,58.40853475023166
2024-03-18 02:00:00,72.02615202876696
2024-03-18 03:00:00,70.68824868265271
2024-03-18 04:00:00,71.30069215071963
2024-03-18 05:00:00,71.86484854019218
2024-03-18 06:00:00,71.8126461922516
2024-03-18 07:00:00,65.53886484252457
2024-03-18 08:00:00,83.43762849981478
2024-03-18 09:00:00,70.24572067500365
2024-03-18 10:00:00,70.38014044671827
2024-03-18 11:00:00,71.1828246123482
2024-03-18 12:00:00,71.070090851027
2024-03-18 13:00:00,58.687512638946096
2024-03-18 14:00:00,72.30512995945409
2024-03-18 15:00:00,70.96722658126578
2024-03-18 16:00:00,71.57967007933183
2024-03-18 17:00:00,72.14382647073029
2024-03-18 18:00:00,72.09162411852208
2024-03-18 19:00:00,65.81784276542578
2024-03-18 20:00:00,83.716606407894
2024-03-18 21:00:00,70.52469859226345
2024-03-18 22:00:00,70.65911839074782
2024-03-18 23:00:00,71.46180253344927
2024-03-19 00:00:00,71.34906877128265
2024-03-19 01:00:00,58.966490590339006
2024-03-19 02:00:00,72.58410789584738
2024-03-19 03:00:00,71.2462044966413
2024-03-19 04:00:00,71.85864800721258
2024-03-19 05:00:00,72.42280439870844
2024-03-19 06:00:00,72.37060202433845
2024-03-19 07:00:00,66.09682069524838
2024-03-19 08:00:00,83.99558433616065
2024-03-19 09:00:00,70.80367651280939
2024-03-19 10:00:00,70.93809632509847
2024-03-19 11:00:00,71.74078045729539
2024-03-19 12:00:00,71.62804668549853
2024-03-19 13:00:00,59.24546851186625
2024-03-19 14:00:00,72.86308581563236
2024-03-19 15:00:00,71.52518243466254
2024-03-19 16:00:00,72.13762593190016
2024-03-19 17:00:00,72.70178232290715
2024-03-19 18:00:00,72.64957996104265
2024-03-19 19:00:00,66.37579862022457
2024-03-19 20:00:00,84.27456226531878
2024-03-19 21:00:00,71.08265444389727
2024-03-19 22:00:00,71.21707424291105
2024-03-19 23:00:00,72.01975838579169
2024-03-20 00:00:00,71.90702461919943
2024-03-20 01:00:00,59.52444643467782
2024-03-20 02:00:00,73.14206374276328
2024-03-20 03:00:00,71.80416035708375
2024-03-20 04:00:00,72.41660385841611
2024-03-20 05:00:00,72.98076024965539
2024-03-20 06:00:00,72.92855788632414
2024-03-20 07:00:00,66.65477654614854
2024-03-20 08:00:00,84.55354018942016
2024-03-20 09:00:00,71.3616323687508
2024-03-20 10:00:00,71.49605217153331
2024-03-20 11:00:00,72.29873631124325
2024-03-20 12:00:00,72.1860025441331
2024-03-20 13:00:00,59.80342436361568
2024-03-20 14:00:00,73.42104166984943
2024-03-20 15:00:00,72.08313828247225
2024-03-20 16:00:00,72.69558178470693
2024-03-20 17:00:00,73.25973817593652
2024-03-20 18:00:00,73.20753581052357
2024-03-20 19:00:00,66.93375447268178
2024-03-20 20:00:00,84.83251811595058
2024-03-20 21:00:00,71.6406102944507
2024-03-20 22:00:00,71.77503009829192
2024-03-20 23:00:00,72.57771423722149
2024-03-21 00:00:00,72.4649804691968
2024-03-21 01:00:00,60.082402289072725
2024-03-21 02:00:00,73.70001959528754
2024-03-21 03:00:00,72.36211620986545
2024-03-21 04:00:00,72.97455971069891
2024-03-21 05:00:00,73.53871610188071
2024-03-21 06:00:00,73.48651373788492
2024-03-21 07:00:00,67.21273239868228
2024-03-21 08:00:00,85.11149604236721
2024-03-21 09:00:00,71.91958822112848
2024-03-21 10:00:00,72.05400802356125
2024-03-21 11:00:00,72.85669216361835
2024-03-21 12:00:00,72.74395839618748
2024-03-21 13:00:00,60.361380214947694
2024-03-21 14:00:00,73.97899752159364
2024-03-21 15:00:00,72.6410941355402
2024-03-21 16:00:00,73.25353763689768
2024-03-21 17:00:00,73.81769402810654
2024-03-21 18:00:00,73.76549166384676
2024-03-21 19:00:00,67.49171032482144
2024-03-21 20:00:00,85.39047396829044
2024-03-21 21:00:00,72.19856614710474
2024-03-21 22:00:00,72.33298595002971
2024-03-21 23:00:00,73.13567008967749
